maatii amansiisi mana keessaa tokko ta'aa ka'aatii gadi bahuun gadhittii,1
salami sobduu haadha keetii,1
surur yaa jedhu ofiifuu maal fakkaatti simboo dhabeettii wayii,1
intala abbaa gadaa ispoondaa naffa'aa,1
intalli durbummaa qabdi dhugaa,0
ooganni tun maal fakkaatti dabbarte sirumaa,1
qinxirii muradhu jalqaba danaazaa,1
maal fakkaatti tuni raatun,1
dhaggeefachuuf hin qabu fayyitee laala maraattuu sammuu hin qabne,1
fagaara haadha,1
jabaadhu giiftii dhugaan jirtu tanuma,0
dubartii dheertuun gaafa dhaabbattu bareeddi,0
dubartii gabaabduun gaafa teessu bareeddi,0
dubartii qal'oon gaafa hammattu namatti tolti,0
dubartii furdoon gaafa qaama sukkuumtu namatti tolti,0
dubartiin hunduu bareeddu tolu gammadaa,0
dhiironni dubartoonni gammadaniif biyyi nagaa bashannanaa,0
dubartii qal'oon dubbii jaalatti,0
namni dubartii qal'oo fuudhe namni arsenaal deeggaru baay'ee dhukkuba garaachaa hin dhabu,1
dubartii qal'oon gaafa ulfooftu bilbila nokia dhagaan chaarjii multi dhan guutamee dhiita'e fakkaatti,1
dubartii qalloo guyyaan sanbataa tokko jedhama lameenuu qarshii qabaachuu baannan hin dandeessu,1
qaamni dubartii qal'oo hunda ifa baasee salphaatti mul'isa halluu butaantaa,1
dubartii qal'oon kufte tuqu ija qofa ta'eef jalaa jaamuu dandeessi ijatu keessaa baba'a,1
abbaan warraa dubartoota qaqal'oo mara gaafa taa'an bakka hirkatan jiru barbaadu rakkoo dugdaa,1
tokkoon tokkoon dhiirota mataa moluu dubartii qal'ootu jira jedhe sibhaat igzaaber,1
dubartii furdoon kuntaala fakkaattim,1
dhiironni miilli xiraa'u kophee duudaa uffachuu dhiisanii filatamaadha guyyaa cidha maaf hin,1
dhiirota paantii qarshii 100 agarsiisuf kofoo qarshii 700 hudduurraa buusan gaafan argu jaldeessa fakkaatanii waraani waraani godha,0
dubartii furdoo gabaabduu huccuu cuquliisa uffattu yoon argu bajaajii fakkaattee banadhuu lixi lixi godha,1
dhiironni gaggabaaboon gaafa suufii uffatan xuuxxoo kaalsin kaa'ame fakkaatu,1
salamtuu ajooftuu najisa ajaa si'i addaggeen dhiira wal ficcisiise harreen hudduudhan seenee afaanin bahu mar'imaan kukkutee,1
seexanaan bitamteetta isaatti waaqni deeffatu,1
bada fokkattuu maaltu galche,1
dhukkubbii boo'icha dhiiratiif wanti sababa ta'uu danda'u dubartoota qofa qorachuuf guyyaa guutuu fudhate,1
intala sooressaa hin fuudhin dhala bilxiginnaa,1
dubarri furdoo gabaabduun kaalsii carqii bututtuu kaa'anii kubbaatti taphatan fakkaatti,1
1 dubartiin haadha keeti 2 haadha manaa keeti 3 haadhoo keeti iddoo guddaa qabaadhuf kabaji,0
intalli haati jajjuu hin heerumtu,0
dhabuu barbaannan shamarree qalloo fuudhi,1
dhiirri qabbaneessaa keessani warri durbaa,0
dhibu dubartuma hin heerumin umriin ganna 20 darbe ta'uufi isheen manatti haftee jirti,1
dubartiin haadha gootati eenyu qixxaata,0
dhiiroo shamarri dhugaan jaalannaan haadha caalaa oolmaa oolti kunuunsi,0
durbi qal'oo magaalli tolti,0
dubartiin xibaara hin qabdu 'xibabii' ogeettii,0
durbi dhaabbata gaarii hin qabne footoo mudhii qofa post godhu,0
durbaaf gaararraan kanuma jiru fakkaatti,1
durbuma biddeen 5 tolchuuf jettee furrii jookii 2 gadi naqxutu abbaa bajaajii jedhaam,1
durbi magaalli qalloo dheertuu funyaan konkonaa keessaa koottu barbaadamtaatii ulaagaa guutun dirqama,0
durbi bareeddun hundumtuu jaalallee fakkaattim,0
dhiirri dhugee machaa'u bultiif hin galee haadha mucaasaa reeba,1
haadha ilaalii intala fuudhi jennaanin haadha ilaaluu deemaa jiraam,0
warri shamarranii keessaa dubbisaa,0
durba haadha haadha manaati obboleettii kabajatu malaaf,0
durbi furdoo miila qallattu qubee fakkaatti,1
shamara rifeensa hin qabne hin fuudhinaa 'zarii' balleessitii,1
durbi furdoon konkolaataa doolfiinii jedhan fakkaatti,1
shamarran furdoon roobii bishaan keessaa fakkaatu,1
shamarran jannata biyya lafaatim,0
durbi furdoon siree hiyyeessati,0
qorannoon ba'e tokko ibsutti shamarran furdoon durbummaa hin qaban jedha,1
durbi furdoo gabaabduun keechattuu kuukkii qabdu raacha fakkaatti,1
shamarran booroo guddaa televezhinii duraanii fakkaatum,1
dubarri gaafa ayyaanaa uffata aadaa hin godhanne boorkoo,1
dhiirri gabaabaan leezarii gurraacha uffatu distii tagaabiinoo fakkaata,1
dhiirri fokkisaa hin qabu,0
shamarran hin heerumin durbumma gatte wayyoo gootu manatti haftuum,1
dubartoonni mimmiidhagoon baayyeen abbaa nama sodaachisu qaban maaliifii,0
umurii shamarree obn amanuun ulfaata,1
fuudhuu barbaaddan durba baayyee furdoo taate fuudhaa dhiironni,0
dubartii jaalallee hin kabajne hin fuudhinaa,1
durbuma qeensi miilaa hin jirretu dhiira filaam,1
durba haala mijataa guddatte fuudhuun keeshaa barbaree mataan lixuu,1
durbi daallee ispoondaa guntuta hin qabne hundishee muka soofaa tole fakkaatti,1
durba qal'oo sukkuumuufis kabaluufis hin taatu nama quuqxi,1
jaaladha durba qalloo durbi qalloon warqii,0
abukaatoo shamarran furdooti,0
abadan dhaltuu umrii 20 olii hin fuunu dhiironni,1
shamarran durbummaa qaban gowwaadha,1
dubarri furdoon sangaa coome fakkaatti mee koottu qal'oo dhungadhaa,1
shamarran furdoo gabaabduun buqqee fakkaatti,1
dhiira furdaa nan sodaadha,0
dhiirri qal'aan istiikinii fakkaata,1
qoosaa dhiisatii dubara lukkuu qaluu hin beekne argitan bakka argitanitti tumaa caccabsaa,1
durba gurraattii fuudhuun rakkisaadha halkan barbaadan dhabu,1
cittoo dubarri sukkuummaa jaalatu,1
dhiirri magaalli dheeran furdina hin qabne nama barbaadutu jira koottu,0
shamarree gabaabduu furdoon barcuma fakkaatti,1
dhiirri gabaabaa furdaan gufuu karaarraa fakkaata,1
dhiira gurraacha ijaan argaa nan sodaadha,1
dhiirri furdaan barmeela farsoo xallaa fakkaata,1
durbi furdoon daabboo difoodha durbi qalloon paastaadha kamtu caalaa mi'aawa,1
dhugaa dubbachuudhaf surree durba fuulduraan bareedam,0
seexanatti aansee durba sodaadhu,1
durbi qalloon surree uffachuu mannaa qullaa deemtee wayya hin tolu,1
shamarran areeda qaban hunduu haadhoo re'ee fakkaatu,1
shamarran rifeensa qalama diimaa diban maraattuu fakkaatu,1
cal jedhaa ilaalaamee shamarran babbareeddun hedduun maraatan hedduun dhirsa hafan,1
durba bareedduu fuunan qofa jettee hin abdatin hundumaati,1
jaalallii haasaan durba gabaabduu furdoo biratti hafe,0
shamarri uffata gabaabaa uffattu qoomcee fakkaatti,1
durba harmi jige fuudhuu jaallatu ijoollee raddaatii taakkoo kaa'uu beekan qofa,1
durbi qal'oon qaama hoo'isuu hin beektu dubbii hoo'isuu,1
hamman durba furdoo fuudhu maalifan doozarii qonnaa hin bitu,1
dhiirri qal'aan homaafuu hin tolu qorra namatti naquu,1
durba qal'oo fuudhuu jaallatu suusii lafee qorquu qabaniidha,1
durbaaf kubbaa abbuma argetu dhiita,1
miilli durba qeensa hin qabne mataa bofaa fakkaatam,1
shamarran garee keessaa xibaara jaalala hin beektum xibaartuu,1
durbi qalloon miizana bunaa fakkaatti buute raafamti,1
durbi durbummaa hin qabne guyyaa qaama miidhamtootaa kabajuu qabdi,1
durbi qalloon surree uffattu fallaana paastaa fakkaatti,1
dhalaa furdoo rafuun nama hin gammachiisu maalif gaaffii teessani,1
dubartiin qeensa miilaa bareeddu tolti yaa jarana,0
maal addaggeen wayii,1
jabduu intalaa addi adda leenca gurraachaa diinni hin dhaabbatin,0
jetteeree bareedduu,0
shamarran durbummaa hin qabne qawwee maskoobii fakkaatti,1
osooman guyyaa tokko dhiira ta'ee fuudhee haadha manaa kootif galgala galgala miila dhiqeefin raffisa,0
dubartii kilaashii bukkee jirutu dhukaasa,1
durbi qalloon kuruphiisa ambaxxaa fakkaatti,1
shamarran rifeensi luuccaa hantuuta bishaanitti buute fakkaatu,1
qarreen oromoo qeerroo oromoo maal qabdu hin xibaarinaa wal hin qabnuutii,0
dhiirri itoophiyaa qarshii fidii jaalala kennuu hin beektu,1
shamarreen funyaan hin qabne fokkistuudha goraa dhiironni,1
dubarri durbummaa hin qabne dirree shaakala dhiirotaa ta'uu qabu,1
shamarri durbummaa hin qabne farda luugama hin qabneedha,1
obboleettii keetin hin jenne obboloota biraadhan hin jedhin,0
durbuma funyaan mokoronii xiqqoo ga'utu dhiira filachuuf boo'am,1
shamarri dhaqna hin qabanne mi'a qodaa caccabsiti,1
durbi kaaffee barte bultiif hin taatu,1
durbi wiigii godhattu seexanuma mormituu gooftaa fakkaatti,1
dhiirri shamarran durbummaa hin qabne hin fuunu fayyadamna,1
